hour,day_of_week,is_weekend,is_festival,weather,zone_type,is_lunch_time,is_dinner_time,distance_km,estimated_time_min,app_name,expected_payout,fuel_cost,time_cost,net_profit,best_app
20,1,0,0,fog,busy,0,1,1.3,29,Zomato,74.02,6.5,43.5,24.02,Blinkit
17,0,0,0,clear,normal,0,0,5.1,29,Swiggy,98.02,25.5,43.5,29.02,Zomato
21,1,0,0,clear,normal,0,1,4.5,26,Swiggy,91.6,22.5,39.0,30.1,Zomato
10,0,0,0,rain,normal,0,0,5.4,11,Swiggy,136.34,27.0,16.5,92.84,Swiggy
12,5,1,0,clear,low,1,0,14.2,21,Blinkit,182.01,71.0,31.5,79.51,Zomato
21,0,0,0,clear,low,0,1,14.2,37,Blinkit,181.97,71.0,55.5,55.47,Blinkit
20,0,0,0,fog,busy,0,1,1.3,30,Zomato,74.0,6.5,45.0,22.5,Blinkit
20,2,0,0,clear,busy,0,1,1.6,23,Swiggy,64.42,8.0,34.5,21.92,Blinkit
17,5,1,0,clear,busy,0,0,1.1,32,Zomato,58.52,5.5,48.0,5.02,Blinkit
17,4,0,0,clear,low,0,0,14.3,10,Blinkit,182.98,71.5,15.0,96.48,Blinkit
17,3,0,0,rain,busy,0,0,1.9,22,Swiggy,103.08,9.5,33.0,60.58,Blinkit
15,2,0,0,clear,normal,0,0,4.7,30,Swiggy,93.8,23.5,45.0,25.3,Zomato
14,1,0,0,clear,low,1,0,13.0,34,Blinkit,170.03,65.0,51.0,54.03,Zomato
11,3,0,0,fog,normal,0,0,5.1,27,Swiggy,93.03,25.5,40.5,27.03,Zomato
23,2,0,0,fog,busy,0,0,0.9,27,Zomato,51.3,4.5,40.5,6.3,Blinkit
20,5,1,0,clear,normal,0,1,4.6,23,Swiggy,105.78,23.0,34.5,48.28,Swiggy
19,3,0,0,fog,normal,0,1,5.8,33,Swiggy,100.51,29.0,49.5,22.01,Zomato
21,6,1,0,rain,normal,0,1,6.3,28,Swiggy,158.89,31.5,42.0,85.39,Swiggy
21,4,0,0,clear,normal,0,1,5.9,31,Swiggy,106.55,29.5,46.5,30.55,Zomato
11,1,0,0,clear,normal,0,0,2.7,19,Zomato,72.49,13.5,28.5,30.49,Zomato
20,4,0,0,clear,busy,0,1,1.6,19,Swiggy,64.44,8.0,28.5,27.94,Blinkit
11,1,0,0,clear,normal,0,0,6.4,34,Blinkit,109.94,32.0,51.0,26.94,Zomato
18,6,1,0,fog,normal,0,0,7.3,22,Blinkit,114.5,36.5,33.0,45.0,Swiggy
17,0,0,0,fog,busy,0,0,0.7,29,Zomato,48.77,3.5,43.5,1.77,Blinkit
15,0,0,0,fog,busy,0,0,0.6,31,Zomato,47.82,3.0,46.5,-1.68,Blinkit
22,5,1,0,clear,normal,0,1,5.9,21,Swiggy,119.53,29.5,31.5,58.53,Swiggy
23,4,0,0,fog,normal,0,0,5.3,19,Swiggy,95.18,26.5,28.5,40.18,Zomato
20,0,0,0,clear,busy,0,1,1.0,35,Zomato,75.55,5.0,52.5,18.05,Blinkit
22,4,0,0,fog,normal,0,1,5.3,39,Swiggy,95.18,26.5,58.5,10.18,Zomato
19,0,0,0,rain,normal,0,1,7.8,18,Blinkit,159.94,39.0,27.0,93.94,Swiggy
18,2,0,0,clear,normal,0,0,5.8,18,Swiggy,105.51,29.0,27.0,49.51,Zomato
18,2,0,0,clear,normal,0,0,4.7,35,Swiggy,93.79,23.5,52.5,17.79,Zomato
8,0,0,0,fog,low,0,0,13.3,18,Blinkit,167.98,66.5,27.0,74.48,Blinkit
15,1,0,0,fog,busy,0,0,1.2,15,Zomato,54.93,6.0,22.5,26.43,Blinkit
21,4,0,0,clear,normal,0,1,4.5,17,Swiggy,91.64,22.5,25.5,43.64,Zomato
22,2,0,0,fog,normal,0,1,5.2,20,Swiggy,94.08,26.0,30.0,38.08,Zomato
23,6,1,0,clear,normal,0,0,5.0,28,Swiggy,110.05,25.0,42.0,43.05,Swiggy
20,1,0,0,clear,normal,0,1,7.5,20,Blinkit,121.71,37.5,30.0,54.21,Zomato
21,5,1,0,fog,normal,0,1,3.8,31,Swiggy,92.13,19.0,46.5,26.63,Swiggy
21,3,0,0,clear,busy,0,1,0.7,16,Zomato,71.87,3.5,24.0,44.37,Blinkit
18,4,0,0,clear,normal,0,0,7.5,18,Blinkit,121.66,37.5,27.0,57.16,Zomato
20,6,1,0,fog,busy,0,1,1.3,40,Zomato,73.87,6.5,60.0,7.37,Swiggy
13,0,0,0,fog,normal,1,0,4.3,26,Zomato,102.49,21.5,39.0,41.99,Zomato
20,4,0,0,clear,normal,0,1,5.2,22,Swiggy,99.11,26.0,33.0,40.11,Zomato
18,1,0,0,rain,low,0,0,14.8,36,Blinkit,222.96,74.0,54.0,94.96,Swiggy
22,4,0,0,clear,normal,0,1,5.2,25,Swiggy,99.15,26.0,37.5,35.65,Zomato
20,3,0,0,clear,normal,0,1,4.7,18,Swiggy,93.78,23.5,27.0,43.28,Zomato
19,0,0,0,rain,normal,0,1,5.5,30,Swiggy,137.34,27.5,45.0,64.84,Swiggy
12,6,1,0,clear,low,1,0,14.7,16,Blinkit,187.01,73.5,24.0,89.51,Zomato
21,0,0,1,clear,low,0,1,13.2,46,Blinkit,211.98,66.0,69.0,76.98,Zomato
8,4,0,0,clear,busy,0,0,1.1,13,Zomato,58.59,5.5,19.5,33.59,Blinkit
23,6,1,0,rain,normal,0,0,6.8,19,Blinkit,149.23,34.0,28.5,86.73,Swiggy
21,4,0,0,fog,low,0,1,13.4,23,Blinkit,169.01,67.0,34.5,67.51,Blinkit
20,1,0,0,fog,normal,0,1,6.1,34,Blinkit,101.81,30.5,51.0,20.31,Zomato
21,2,0,0,fog,normal,0,1,5.9,45,Swiggy,101.67,29.5,67.5,4.67,Zomato
19,4,0,0,clear,normal,0,1,4.6,54,Swiggy,92.81,23.0,81.0,-11.19,Zomato
17,1,0,0,clear,normal,0,0,5.9,38,Swiggy,106.52,29.5,57.0,20.02,Zomato
21,4,0,1,clear,normal,0,1,6.4,43,Swiggy,151.98,32.0,64.5,55.48,Zomato
22,2,0,0,rain,normal,0,1,2.7,10,Zomato,125.53,13.5,15.0,97.03,Swiggy
8,6,1,0,rain,busy,0,0,1.4,16,Zomato,97.17,7.0,24.0,66.17,Swiggy
21,4,0,0,rain,busy,0,1,1.2,29,Zomato,112.74,6.0,43.5,63.24,Blinkit
20,5,1,0,rain,low,0,1,13.4,20,Blinkit,209.01,67.0,30.0,112.01,Swiggy
17,4,0,0,fog,normal,0,0,6.1,40,Blinkit,101.7,30.5,60.0,11.2,Zomato
10,0,0,0,clear,normal,0,0,4.7,18,Swiggy,93.81,23.5,27.0,43.31,Zomato
21,2,0,1,clear,normal,0,1,7.0,41,Blinkit,156.26,35.0,61.5,59.76,Zomato
18,3,0,0,clear,normal,0,0,6.3,26,Blinkit,108.87,31.5,39.0,38.37,Zomato
22,2,0,0,clear,low,0,1,14.1,21,Blinkit,181.04,70.5,31.5,79.04,Blinkit
18,2,0,0,fog,busy,0,0,0.8,27,Zomato,49.97,4.0,40.5,5.47,Blinkit
10,4,0,0,fog,normal,0,0,5.1,11,Swiggy,92.99,25.5,16.5,50.99,Zomato
11,4,0,0,clear,normal,0,0,6.2,32,Blinkit,107.87,31.0,48.0,28.87,Zomato
17,4,0,0,fog,busy,0,0,1.2,21,Zomato,54.87,6.0,31.5,17.37,Blinkit
22,0,0,0,clear,busy,0,1,1.6,20,Swiggy,64.67,8.0,30.0,26.67,Blinkit
10,1,0,0,clear,normal,0,0,4.5,11,Swiggy,91.69,22.5,16.5,52.69,Zomato
19,1,0,0,fog,low,0,1,12.9,29,Blinkit,164.04,64.5,43.5,56.04,Blinkit
8,2,0,0,clear,normal,0,0,5.0,23,Swiggy,96.94,25.0,34.5,37.44,Zomato
17,5,1,0,fog,normal,0,0,5.0,38,Swiggy,104.93,25.0,57.0,22.93,Swiggy
21,4,0,0,fog,normal,0,1,4.6,27,Swiggy,87.71,23.0,40.5,24.21,Zomato
10,5,1,0,clear,normal,0,0,3.4,17,Zomato,79.89,17.0,25.5,37.39,Swiggy
22,1,0,0,fog,low,0,1,14.2,28,Blinkit,177.03,71.0,42.0,64.03,Blinkit
17,1,0,0,fog,normal,0,0,3.9,10,Zomato,80.28,19.5,15.0,45.78,Zomato
8,4,0,0,clear,normal,0,0,5.4,17,Swiggy,101.27,27.0,25.5,48.77,Zomato
9,6,1,0,fog,busy,0,0,1.0,18,Zomato,52.49,5.0,27.0,20.49,Blinkit
9,4,0,0,clear,normal,0,0,4.6,11,Swiggy,92.74,23.0,16.5,53.24,Zomato
10,5,1,0,clear,normal,0,0,7.4,11,Blinkit,120.64,37.0,16.5,67.14,Swiggy
16,2,0,0,clear,low,0,0,15.0,19,Blinkit,189.95,75.0,28.5,86.45,Blinkit
19,3,0,0,fog,busy,0,1,1.8,33,Swiggy,61.82,9.0,49.5,3.32,Blinkit
23,3,0,0,clear,normal,0,0,2.9,32,Zomato,74.64,14.5,48.0,12.14,Zomato
15,5,1,0,clear,busy,0,0,1.6,30,Zomato,64.54,8.0,45.0,11.54,Blinkit
21,5,1,0,rain,busy,0,1,1.6,34,Zomato,117.67,8.0,51.0,58.67,Swiggy
9,2,0,0,fog,normal,0,0,5.9,19,Swiggy,101.55,29.5,28.5,43.55,Zomato
19,4,0,0,clear,normal,0,1,5.0,27,Swiggy,96.96,25.0,40.5,31.46,Zomato
22,5,1,0,clear,normal,0,1,6.6,24,Blinkit,112.08,33.0,36.0,43.08,Swiggy
19,2,0,0,rain,normal,0,1,6.2,24,Swiggy,144.81,31.0,36.0,77.81,Swiggy
22,2,0,0,rain,busy,0,1,1.4,28,Zomato,115.11,7.0,42.0,66.11,Blinkit
10,0,0,0,rain,low,0,0,12.8,28,Blinkit,203.04,64.0,42.0,97.04,Swiggy
15,0,0,0,clear,normal,0,0,7.1,10,Blinkit,117.37,35.5,15.0,66.87,Zomato
17,3,0,0,rain,normal,0,0,5.6,20,Swiggy,138.38,28.0,30.0,80.38,Swiggy
8,6,1,0,clear,low,0,0,14.3,23,Blinkit,182.98,71.5,34.5,76.98,Swiggy
10,2,0,0,rain,low,0,0,12.8,21,Blinkit,203.03,64.0,31.5,107.53,Swiggy
21,4,0,0,clear,normal,0,1,5.6,28,Swiggy,103.35,28.0,42.0,33.35,Zomato
19,4,0,0,clear,low,0,1,14.1,45,Blinkit,180.96,70.5,67.5,42.96,Blinkit
19,6,1,0,clear,normal,0,1,5.6,30,Swiggy,116.4,28.0,45.0,43.4,Swiggy
20,5,1,0,clear,normal,0,1,5.1,25,Swiggy,111.11,25.5,37.5,48.11,Swiggy
10,3,0,0,fog,busy,0,0,1.7,21,Swiggy,60.86,8.5,31.5,20.86,Blinkit
21,3,0,0,rain,low,0,1,13.8,48,Blinkit,213.03,69.0,72.0,72.03,Swiggy
21,3,0,0,clear,normal,0,1,2.7,44,Zomato,90.53,13.5,66.0,11.03,Zomato
22,5,1,0,fog,normal,0,1,4.8,23,Swiggy,102.94,24.0,34.5,44.44,Swiggy
11,4,0,0,fog,normal,0,0,5.2,21,Swiggy,94.17,26.0,31.5,36.67,Zomato
8,5,1,0,clear,normal,0,0,5.3,28,Swiggy,113.25,26.5,42.0,44.75,Swiggy
22,1,0,0,fog,normal,0,1,5.9,37,Swiggy,101.62,29.5,55.5,16.62,Zomato
17,3,0,0,rain,normal,0,0,5.0,28,Swiggy,132.06,25.0,42.0,65.06,Swiggy
18,1,0,0,clear,busy,0,0,1.4,13,Zomato,62.17,7.0,19.5,35.67,Blinkit
20,2,0,0,fog,low,0,1,13.6,26,Blinkit,170.97,68.0,39.0,63.97,Blinkit
17,6,1,0,rain,normal,0,0,5.9,21,Swiggy,154.68,29.5,31.5,93.68,Swiggy
21,3,0,0,clear,low,0,1,13.6,42,Blinkit,175.98,68.0,63.0,44.98,Blinkit
22,4,0,0,fog,busy,0,1,1.5,29,Zomato,76.26,7.5,43.5,25.26,Blinkit
21,6,1,0,clear,normal,0,1,5.8,10,Swiggy,118.57,29.0,15.0,74.57,Swiggy
15,6,1,0,rain,normal,0,0,6.3,25,Swiggy,158.84,31.5,37.5,89.84,Swiggy
21,3,0,0,clear,busy,0,1,1.8,21,Swiggy,67.03,9.0,31.5,26.53,Blinkit
8,4,0,0,clear,low,0,0,13.1,25,Blinkit,171.02,65.5,37.5,68.02,Blinkit
17,2,0,0,clear,busy,0,0,0.5,28,Zomato,51.53,2.5,42.0,7.03,Blinkit
23,1,0,0,clear,normal,0,0,5.6,15,Swiggy,103.35,28.0,22.5,52.85,Zomato
22,4,0,0,clear,normal,0,1,5.7,28,Swiggy,104.44,28.5,42.0,33.94,Zomato
22,0,0,0,fog,normal,0,1,5.2,16,Swiggy,94.14,26.0,24.0,44.14,Zomato
21,1,0,0,clear,normal,0,1,5.8,28,Swiggy,105.5,29.0,42.0,34.5,Zomato
20,1,0,0,clear,normal,0,1,3.0,26,Zomato,93.67,15.0,39.0,39.67,Zomato
8,0,0,0,clear,normal,0,0,6.1,23,Blinkit,106.75,30.5,34.5,41.75,Zomato
18,0,0,0,clear,normal,0,0,4.0,10,Zomato,86.36,20.0,15.0,51.36,Zomato
8,1,0,0,clear,normal,0,0,4.7,18,Swiggy,93.82,23.5,27.0,43.32,Zomato
20,0,0,0,clear,normal,0,1,4.0,28,Swiggy,86.33,20.0,42.0,24.33,Zomato
22,1,0,0,fog,normal,0,1,4.8,17,Swiggy,89.94,24.0,25.5,40.44,Zomato
18,0,0,0,fog,normal,0,0,5.7,42,Swiggy,99.52,28.5,63.0,8.02,Zomato
8,6,1,0,fog,low,0,0,13.4,26,Blinkit,168.98,67.0,39.0,62.98,Swiggy
19,5,1,0,fog,normal,0,1,4.9,41,Swiggy,103.93,24.5,61.5,17.93,Swiggy
19,0,0,0,clear,normal,0,1,3.9,12,Swiggy,85.33,19.5,18.0,47.83,Zomato
18,5,1,0,clear,normal,0,0,4.9,37,Swiggy,108.98,24.5,55.5,28.98,Swiggy
23,0,0,0,clear,normal,0,0,6.1,14,Blinkit,106.79,30.5,21.0,55.29,Zomato
18,0,0,0,fog,busy,0,0,1.7,22,Swiggy,60.77,8.5,33.0,19.27,Blinkit
10,6,1,0,fog,normal,0,0,4.5,18,Swiggy,99.64,22.5,27.0,50.14,Swiggy
8,5,1,0,clear,normal,0,0,5.4,18,Swiggy,114.23,27.0,27.0,60.23,Swiggy
23,2,0,0,clear,busy,0,0,1.5,26,Swiggy,63.44,7.5,39.0,16.94,Blinkit
23,4,0,0,clear,normal,0,0,3.3,14,Zomato,78.79,16.5,21.0,41.29,Zomato
23,2,0,0,clear,normal,0,0,2.8,23,Zomato,73.6,14.0,34.5,25.1,Zomato
22,3,0,0,clear,busy,0,1,1.7,14,Swiggy,65.83,8.5,21.0,36.33,Blinkit
9,3,0,0,clear,busy,0,0,0.7,17,Zomato,53.78,3.5,25.5,24.78,Blinkit
12,4,0,0,fog,normal,1,0,5.5,12,Swiggy,97.33,27.5,18.0,51.83,Zomato
20,6,1,0,clear,busy,0,1,1.1,17,Zomato,76.66,5.5,25.5,45.66,Swiggy
21,1,0,0,clear,busy,0,1,1.8,22,Swiggy,66.97,9.0,33.0,24.97,Blinkit
21,1,0,0,fog,normal,0,1,3.6,28,Zomato,95.09,18.0,42.0,35.09,Zomato
17,2,0,0,clear,normal,0,0,5.8,33,Swiggy,105.5,29.0,49.5,27.0,Zomato
10,5,1,0,fog,normal,0,0,7.1,15,Blinkit,112.4,35.5,22.5,54.4,Swiggy
9,4,0,0,fog,normal,0,0,5.8,22,Swiggy,100.53,29.0,33.0,38.53,Zomato
20,0,0,0,clear,normal,0,1,5.3,37,Swiggy,100.13,26.5,55.5,18.13,Zomato
21,2,0,0,rain,normal,0,1,6.0,25,Swiggy,142.69,30.0,37.5,75.19,Swiggy
8,6,1,0,fog,normal,0,0,2.2,11,Zomato,62.1,11.0,16.5,34.6,Swiggy
21,0,0,0,clear,busy,0,1,0.9,29,Zomato,74.33,4.5,43.5,26.33,Blinkit
17,1,0,0,clear,busy,0,0,0.8,31,Zomato,55.15,4.0,46.5,4.65,Blinkit
0,3,0,0,rain,busy,0,0,0.8,29,Zomato,90.18,4.0,43.5,42.68,Blinkit
21,3,0,0,clear,normal,0,1,3.6,17,Zomato,100.0,18.0,25.5,56.5,Zomato
13,2,0,0,clear,normal,1,0,5.2,23,Swiggy,99.12,26.0,34.5,38.62,Zomato
20,6,1,0,fog,normal,0,1,2.7,11,Zomato,85.45,13.5,16.5,55.45,Swiggy
18,4,0,0,fog,low,0,0,14.4,30,Blinkit,178.95,72.0,45.0,61.95,Blinkit
20,1,0,0,rain,low,0,1,13.5,33,Blinkit,210.04,67.5,49.5,93.04,Swiggy
8,3,0,0,rain,low,0,0,14.7,28,Blinkit,222.02,73.5,42.0,106.52,Swiggy
9,3,0,0,fog,busy,0,0,0.6,29,Zomato,47.83,3.0,43.5,1.33,Blinkit
17,6,1,0,clear,normal,0,0,7.1,28,Blinkit,117.41,35.5,42.0,39.91,Swiggy
22,4,0,0,clear,low,0,1,13.0,19,Blinkit,170.04,65.0,28.5,76.54,Blinkit
17,2,0,0,rain,low,0,0,14.0,34,Blinkit,215.02,70.0,51.0,94.02,Swiggy
18,2,0,0,clear,normal,0,0,5.2,22,Swiggy,99.08,26.0,33.0,40.08,Zomato
11,1,0,0,clear,normal,0,0,6.7,17,Blinkit,113.18,33.5,25.5,54.18,Zomato
18,0,0,0,rain,busy,0,0,0.7,23,Zomato,88.81,3.5,34.5,50.81,Blinkit
17,0,0,0,clear,busy,0,0,0.8,18,Zomato,54.96,4.0,27.0,23.96,Blinkit
22,2,0,0,fog,busy,0,1,0.9,25,Zomato,69.29,4.5,37.5,27.29,Blinkit
10,0,0,0,clear,low,0,0,14.1,16,Blinkit,181.05,70.5,24.0,86.55,Blinkit
19,0,0,0,rain,normal,0,1,2.4,28,Zomato,122.21,12.0,42.0,68.21,Swiggy
10,6,1,0,clear,busy,0,0,0.9,27,Zomato,56.1,4.5,40.5,11.1,Blinkit
18,1,0,0,clear,normal,0,0,7.6,36,Blinkit,122.7,38.0,54.0,30.7,Zomato
15,6,1,0,fog,busy,0,0,0.9,27,Zomato,51.17,4.5,40.5,6.17,Blinkit
19,0,0,0,fog,low,0,1,13.7,49,Blinkit,172.0,68.5,73.5,30.0,Blinkit
8,0,0,0,clear,low,0,0,12.9,25,Blinkit,168.99,64.5,37.5,66.99,Blinkit
17,4,0,0,rain,busy,0,0,0.6,34,Zomato,87.8,3.0,51.0,33.8,Blinkit
17,0,0,0,fog,busy,0,0,0.6,32,Zomato,47.62,3.0,48.0,-3.38,Blinkit
22,3,0,0,fog,normal,0,1,5.2,27,Swiggy,94.14,26.0,40.5,27.64,Zomato
21,2,0,0,rain,low,0,1,15.0,27,Blinkit,224.97,75.0,40.5,109.47,Swiggy
9,2,0,0,fog,low,0,0,13.8,13,Blinkit,172.99,69.0,19.5,84.49,Blinkit
20,0,0,0,clear,busy,0,1,1.6,21,Swiggy,64.5,8.0,31.5,25.0,Blinkit
22,0,0,0,clear,normal,0,1,4.3,10,Swiggy,89.56,21.5,15.0,53.06,Zomato
22,4,0,0,clear,normal,0,1,4.3,15,Swiggy,89.58,21.5,22.5,45.58,Zomato
22,4,0,0,rain,normal,0,1,6.4,25,Swiggy,146.94,32.0,37.5,77.44,Swiggy
14,3,0,0,rain,busy,1,0,1.7,27,Zomato,118.71,8.5,40.5,69.71,Zomato
20,2,0,0,fog,busy,0,1,1.0,53,Zomato,70.48,5.0,79.5,-14.02,Blinkit
23,6,1,0,clear,normal,0,0,6.5,21,Blinkit,110.97,32.5,31.5,46.97,Swiggy
18,5,1,0,fog,normal,0,0,4.7,36,Swiggy,101.88,23.5,54.0,24.38,Swiggy
23,2,0,0,fog,busy,0,0,0.8,25,Zomato,49.97,4.0,37.5,8.47,Blinkit
19,3,0,0,clear,low,0,1,12.9,34,Blinkit,169.0,64.5,51.0,53.5,Blinkit
11,1,0,0,fog,normal,0,0,5.5,23,Swiggy,97.35,27.5,34.5,35.35,Zomato
17,5,1,0,fog,normal,0,0,4.9,36,Swiggy,103.99,24.5,54.0,25.49,Swiggy
17,4,0,0,clear,normal,0,0,6.0,16,Blinkit,105.73,30.0,24.0,51.73,Zomato
20,6,1,1,rain,normal,0,1,5.0,48,Swiggy,185.05,25.0,72.0,88.05,Swiggy
11,0,0,0,fog,normal,0,0,5.9,30,Swiggy,101.58,29.5,45.0,27.08,Zomato
22,3,0,0,fog,low,0,1,13.7,34,Blinkit,171.97,68.5,51.0,52.47,Blinkit
17,1,0,0,clear,normal,0,0,5.7,19,Swiggy,104.44,28.5,28.5,47.44,Zomato
23,5,1,0,clear,normal,0,0,6.0,27,Swiggy,120.6,30.0,40.5,50.1,Swiggy
18,4,0,0,fog,normal,0,0,5.7,40,Swiggy,99.44,28.5,60.0,10.94,Zomato
10,4,0,0,clear,normal,0,0,5.2,29,Swiggy,99.11,26.0,43.5,29.61,Zomato
21,5,1,0,clear,busy,0,1,1.1,17,Zomato,76.62,5.5,25.5,45.62,Swiggy
14,1,0,0,rain,busy,1,0,1.7,41,Zomato,118.66,8.5,61.5,48.66,Zomato
9,3,0,0,clear,normal,0,0,6.2,20,Blinkit,107.73,31.0,30.0,46.73,Zomato
15,2,0,0,clear,normal,0,0,4.6,17,Swiggy,92.65,23.0,25.5,44.15,Zomato
19,0,0,0,clear,normal,0,1,4.4,37,Swiggy,90.66,22.0,55.5,13.16,Zomato
10,5,1,0,clear,low,0,0,12.6,20,Blinkit,165.99,63.0,30.0,72.99,Swiggy
18,4,0,0,fog,busy,0,0,0.5,36,Zomato,46.56,2.5,54.0,-9.94,Blinkit
19,4,0,0,rain,normal,0,1,6.1,25,Swiggy,143.69,30.5,37.5,75.69,Swiggy
23,2,0,0,clear,normal,0,0,4.9,25,Swiggy,95.99,24.5,37.5,33.99,Zomato
21,1,0,0,clear,busy,0,1,1.8,34,Swiggy,66.97,9.0,51.0,6.97,Blinkit
21,5,1,0,clear,busy,0,1,1.7,50,Swiggy,78.71,8.5,75.0,-4.79,Swiggy
17,1,0,0,fog,busy,0,0,1.1,27,Zomato,53.63,5.5,40.5,7.63,Blinkit
23,2,0,0,clear,normal,0,0,4.0,41,Zomato,86.34,20.0,61.5,4.84,Zomato
11,4,0,0,fog,normal,0,0,4.3,21,Swiggy,84.61,21.5,31.5,31.61,Zomato
17,1,0,0,clear,normal,0,0,4.6,19,Swiggy,92.77,23.0,28.5,41.27,Zomato
23,2,0,0,clear,normal,0,0,6.0,17,Blinkit,105.72,30.0,25.5,50.22,Zomato
17,4,0,0,clear,normal,0,0,4.7,13,Swiggy,93.84,23.5,19.5,50.84,Zomato
22,4,0,0,fog,normal,0,1,6.8,23,Blinkit,109.16,34.0,34.5,40.66,Zomato
17,0,0,0,clear,normal,0,0,5.8,22,Swiggy,105.6,29.0,33.0,43.6,Zomato
14,2,0,0,clear,busy,1,0,1.2,26,Zomato,77.7,6.0,39.0,32.7,Zomato
21,0,0,0,clear,busy,0,1,1.5,41,Zomato,81.27,7.5,61.5,12.27,Blinkit
20,5,1,0,fog,busy,0,1,0.8,49,Zomato,67.99,4.0,73.5,-9.51,Swiggy
19,1,0,0,clear,low,0,1,14.5,24,Blinkit,184.96,72.5,36.0,76.46,Blinkit
22,4,0,0,clear,normal,0,1,7.3,27,Blinkit,119.57,36.5,40.5,42.57,Zomato
19,1,0,0,clear,busy,0,1,0.8,20,Zomato,73.05,4.0,30.0,39.05,Blinkit
21,0,0,0,clear,normal,0,1,5.4,46,Swiggy,101.34,27.0,69.0,5.34,Zomato
8,5,1,0,fog,low,0,0,14.6,15,Blinkit,181.0,73.0,22.5,85.5,Swiggy
21,2,0,0,clear,normal,0,1,6.5,36,Blinkit,110.97,32.5,54.0,24.47,Zomato
18,2,0,0,clear,normal,0,0,5.0,44,Swiggy,96.92,25.0,66.0,5.92,Zomato
22,0,0,0,clear,normal,0,1,3.4,15,Zomato,98.01,17.0,22.5,58.51,Zomato
21,3,0,1,clear,normal,0,1,3.7,53,Zomato,141.09,18.5,79.5,43.09,Zomato
17,3,0,0,fog,normal,0,0,6.4,16,Blinkit,104.96,32.0,24.0,48.96,Zomato
21,2,0,0,clear,low,0,1,12.8,18,Blinkit,168.01,64.0,27.0,77.01,Blinkit
21,6,1,0,clear,normal,0,1,5.2,30,Swiggy,112.09,26.0,45.0,41.09,Swiggy
11,1,0,0,fog,busy,0,0,0.9,41,Zomato,51.31,4.5,61.5,-14.69,Blinkit
20,1,0,0,clear,low,0,1,14.3,14,Blinkit,183.04,71.5,21.0,90.54,Blinkit
20,4,0,0,clear,low,0,1,13.4,29,Blinkit,174.05,67.0,43.5,63.55,Blinkit
17,0,0,0,rain,busy,0,0,1.0,29,Zomato,92.41,5.0,43.5,43.91,Blinkit
13,3,0,1,rain,busy,1,0,0.7,42,Zomato,146.87,3.5,63.0,80.37,Zomato
22,2,0,0,rain,normal,0,1,5.2,18,Swiggy,134.16,26.0,27.0,81.16,Swiggy
17,1,0,0,clear,normal,0,0,3.7,20,Zomato,83.14,18.5,30.0,34.64,Zomato
9,0,0,0,fog,busy,0,0,1.5,19,Swiggy,58.33,7.5,28.5,22.33,Blinkit
17,0,0,0,fog,busy,0,0,0.8,30,Zomato,50.07,4.0,45.0,1.07,Blinkit
21,4,0,0,rain,normal,0,1,7.7,26,Blinkit,158.83,38.5,39.0,81.33,Swiggy
18,3,0,0,clear,low,0,0,13.3,20,Blinkit,173.0,66.5,30.0,76.5,Blinkit
23,2,0,0,fog,busy,0,0,0.9,20,Zomato,51.24,4.5,30.0,16.74,Blinkit
0,2,0,0,clear,normal,0,0,7.3,27,Blinkit,119.47,36.5,40.5,42.47,Zomato
11,4,0,0,fog,normal,0,0,6.1,31,Blinkit,101.73,30.5,46.5,24.73,Zomato
11,1,0,0,clear,busy,0,0,1.6,28,Swiggy,64.65,8.0,42.0,14.65,Blinkit
21,1,0,0,rain,low,0,1,13.7,33,Blinkit,212.01,68.5,49.5,94.01,Swiggy
0,6,1,0,clear,normal,0,0,5.6,25,Swiggy,116.38,28.0,37.5,50.88,Swiggy
20,3,0,0,rain,low,0,1,13.5,29,Blinkit,209.99,67.5,43.5,98.99,Swiggy
21,6,1,0,fog,normal,0,1,4.8,39,Swiggy,102.89,24.0,58.5,20.39,Swiggy
17,3,0,0,fog,normal,0,0,5.0,14,Swiggy,92.01,25.0,21.0,46.01,Zomato
11,1,0,0,rain,busy,0,0,1.5,18,Zomato,98.41,7.5,27.0,63.91,Blinkit
21,3,0,0,clear,normal,0,1,4.3,30,Swiggy,89.58,21.5,45.0,23.08,Zomato
21,2,0,0,clear,normal,0,1,5.4,35,Swiggy,101.28,27.0,52.5,21.78,Zomato
22,3,0,0,fog,low,0,1,14.5,21,Blinkit,179.97,72.5,31.5,75.97,Blinkit
21,2,0,0,fog,normal,0,1,5.6,46,Swiggy,98.4,28.0,69.0,1.4,Zomato
10,6,1,0,clear,busy,0,0,1.0,25,Zomato,57.47,5.0,37.5,14.97,Blinkit
9,1,0,0,clear,busy,0,0,0.5,15,Zomato,51.57,2.5,22.5,26.57,Blinkit
8,2,0,0,fog,low,0,0,13.5,20,Blinkit,170.01,67.5,30.0,72.51,Blinkit
18,2,0,0,clear,busy,0,0,1.8,34,Swiggy,66.84,9.0,51.0,6.84,Blinkit
10,4,0,0,clear,normal,0,0,3.9,16,Zomato,85.25,19.5,24.0,41.75,Zomato
21,1,0,0,clear,low,0,1,13.0,34,Blinkit,170.01,65.0,51.0,54.01,Blinkit
21,2,0,0,fog,low,0,1,14.5,31,Blinkit,179.95,72.5,46.5,60.95,Blinkit
